tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,protected_date
"['amazon-dynamodb', 'last-modified', 'rowcount', 'great-expectations']","{'account_id': 24470732, 'reputation': 13, 'user_id': 18390511, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxJjRH518GCcqgqHtGvrewYcSAbRMzcqLbx3U0O=k-s256', 'display_name': 'Fortune Musara', 'link': 'https://stackoverflow.com/users/18390511/fortune-musara'}",False,385,0,0,1667210432,1667206860,74260891,CC BY-SA 4.0,https://stackoverflow.com/questions/74260891/great-expectations-result-validation-for-row-count-and-column-freshness,Great Expectations - Result validation for row_count and column_freshness,1667210432.0,,
"['data-quality', 'great-expectations']","{'account_id': 3102821, 'reputation': 4443, 'user_id': 2626491, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://i.stack.imgur.com/UUSae.jpg?s=256&g=1', 'display_name': 'Alex Woolford', 'link': 'https://stackoverflow.com/users/2626491/alex-woolford'}",False,333,0,1,1666310979,1666193625,74128105,CC BY-SA 4.0,https://stackoverflow.com/questions/74128105/how-can-i-specify-a-different-database-and-schema-to-create-temporary-tables-in,how can I specify a different database and schema to create temporary tables in Great Expectations?,1666310979.0,,
"['python', 'data-quality', 'great-expectations']","{'account_id': 19260013, 'reputation': 355, 'user_id': 14076103, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d7598eb7d6b8e1c39a5f5485e08092ff?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'code_bug', 'link': 'https://stackoverflow.com/users/14076103/code-bug'}",False,352,1,1,1665402347,1665129647,73984122,CC BY-SA 4.0,https://stackoverflow.com/questions/73984122/python-great-expectation-compatible-with-pyspark,python great expectation compatible with pyspark,,,
"['python', 'data-quality', 'great-expectations']","{'account_id': 19260013, 'reputation': 355, 'user_id': 14076103, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d7598eb7d6b8e1c39a5f5485e08092ff?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'code_bug', 'link': 'https://stackoverflow.com/users/14076103/code-bug'}",False,181,0,0,1665038064,1665038064,73969495,CC BY-SA 4.0,https://stackoverflow.com/questions/73969495/python-great-expectations-memory-error-for-unique-check,python Great Expectations memory error for unique check,,,
['great-expectations'],"{'account_id': 8709611, 'reputation': 616, 'user_id': 6516240, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://lh3.googleusercontent.com/-xF2Uh_PvNOM/AAAAAAAAAAI/AAAAAAAAADk/Yj0xbysl7CY/photo.jpg?sz=256', 'display_name': 'Adil Blanco', 'link': 'https://stackoverflow.com/users/6516240/adil-blanco'}",False,780,0,1,1665149496,1664928419,73954759,CC BY-SA 4.0,https://stackoverflow.com/questions/73954759/great-expectations-how-to-connect-to-data-stored-in-s3,Great-Expectations: How to connect to data stored in S3,1664935898.0,,
['great-expectations'],"{'account_id': 9980266, 'reputation': 68, 'user_id': 7383450, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-6ZsdQtQx96I/AAAAAAAAAAI/AAAAAAAAACg/xPDvW9EPzwM/photo.jpg?sz=256', 'display_name': 'Gitesh Shinde', 'link': 'https://stackoverflow.com/users/7383450/gitesh-shinde'}",False,256,0,0,1663310163,1663310163,73740814,CC BY-SA 4.0,https://stackoverflow.com/questions/73740814/custom-great-expectations-rule,Custom great expectations rule,,,
"['python', 'great-expectations']","{'account_id': 6711590, 'reputation': 1281, 'user_id': 5174825, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1429f61a706138ee6ded1610016039d6?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'josephkibe', 'link': 'https://stackoverflow.com/users/5174825/josephkibe'}",False,232,0,3,1663260796,1663260796,73734860,CC BY-SA 4.0,https://stackoverflow.com/questions/73734860/how-do-i-disable-ssl-for-a-great-expectations-connection-configuration,How do I disable SSL for a Great Expectations connection configuration?,,,
"['databricks', 'azure-databricks', 'great-expectations']","{'account_id': 10421616, 'reputation': 4085, 'user_id': 11061080, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a029507ead9bada06a474176dc2e9d3b?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'SeleniumUser', 'link': 'https://stackoverflow.com/users/11061080/seleniumuser'}",True,1280,1,1,1684302665,1662126185,73583508,CC BY-SA 4.0,https://stackoverflow.com/questions/73583508/how-to-open-index-html-file-in-databricks-or-browser,How to open index.html file in databricks or browser?,1662146635.0,73584074.0,
"['pyspark', 'great-expectations']","{'account_id': 5677276, 'reputation': 152, 'user_id': 4489952, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3377ec56881c0970e672e45b73ebd7f2?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Heether', 'link': 'https://stackoverflow.com/users/4489952/heether'}",False,303,1,3,1680164514,1661191588,73449315,CC BY-SA 4.0,https://stackoverflow.com/questions/73449315/creating-expectation-suite-using-rule-based-profilers-in-great-expectation,Creating Expectation suite using Rule based profilers in Great Expectation,1661236984.0,,
"['python-3.x', 'great-expectations']","{'account_id': 10421616, 'reputation': 4085, 'user_id': 11061080, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a029507ead9bada06a474176dc2e9d3b?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'SeleniumUser', 'link': 'https://stackoverflow.com/users/11061080/seleniumuser'}",True,500,1,1,1665569313,1660747950,73390622,CC BY-SA 4.0,https://stackoverflow.com/questions/73390622/creating-an-expectation-suite-with-an-automated-profiler-great-expectation,Creating an Expectation Suite With an Automated Profiler Great Expectation,,74040063.0,
"['python', 'python-3.x', 'azure', 'azure-databricks', 'great-expectations']","{'account_id': 25985750, 'reputation': 11, 'user_id': 19698753, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmlJZjaL2-HDeOYdTuksunR6MQU7ZXv0fyhG-arM=k-s256', 'display_name': 'Vipin Dahake', 'link': 'https://stackoverflow.com/users/19698753/vipin-dahake'}",False,638,1,1,1664896411,1660218650,73320178,CC BY-SA 4.0,https://stackoverflow.com/questions/73320178/great-expectation-with-azure-and-databricks,Great Expectation with Azure and Databricks,1663691045.0,,
"['pyspark', 'great-expectations']","{'account_id': 15442079, 'reputation': 4460, 'user_id': 11140326, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-rzpGCDuEM1s/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rduFChiWPaOnpG1LCAqdahP2HNkmw/mo/photo.jpg?sz=256', 'display_name': 'ollik1', 'link': 'https://stackoverflow.com/users/11140326/ollik1'}",True,675,1,0,1660189366,1660131983,73305725,CC BY-SA 4.0,https://stackoverflow.com/questions/73305725/programmatic-configuration-for-great-expectations,Programmatic configuration for Great Expectations,,73315031.0,
"['airflow', 'data-quality', 'great-expectations']","{'account_id': 10012001, 'reputation': 140, 'user_id': 7404580, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10210163356894013/picture?type=large', 'display_name': 'Itai Sevitt', 'link': 'https://stackoverflow.com/users/7404580/itai-sevitt'}",False,203,1,0,1660867539,1659970991,73280033,CC BY-SA 4.0,https://stackoverflow.com/questions/73280033/provide-aws-credentials-to-airflow-greatexpectationsoperator,Provide aws credentials to Airflow GreatExpectationsOperator,1659971754.0,,
"['python', 'great-expectations']","{'account_id': 460105, 'reputation': 3327, 'user_id': 860991, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://i.stack.imgur.com/pnhy2.png?s=256&g=1', 'display_name': 'femibyte', 'link': 'https://stackoverflow.com/users/860991/femibyte'}",False,433,1,0,1657997688,1657723913,72968317,CC BY-SA 4.0,https://stackoverflow.com/questions/72968317/specifying-evaluation-parameters-for-expectationconfiguration-object-in-great-ex,Specifying evaluation parameters for ExpectationConfiguration object in Great Expectations,,,
"['python-3.x', 'pyspark', 'databricks', 'great-expectations']","{'account_id': 8849821, 'reputation': 586, 'user_id': 6609482, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b9e92456a263a7dd3ad4858304ec11ad?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'macdrai', 'link': 'https://stackoverflow.com/users/6609482/macdrai'}",False,577,1,2,1657555898,1657554281,72941199,CC BY-SA 4.0,https://stackoverflow.com/questions/72941199/great-expectation-and-spark-get-full-list-of-include-unexpected-rows,Great Expectation and Spark : get full list of include_unexpected_rows,,,
"['apache-spark', 'validation', 'great-expectations']","{'account_id': 2594836, 'reputation': 1468, 'user_id': 2248761, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/3d3a3162e60caea000e7fabcc8675ca1?s=256&d=identicon&r=PG', 'display_name': 'sunitha', 'link': 'https://stackoverflow.com/users/2248761/sunitha'}",True,490,1,2,1657555316,1657532312,72936469,CC BY-SA 4.0,https://stackoverflow.com/questions/72936469/python-great-expectation-with-spark-get-result-for-each-row,Python great expectation with Spark : Get result for each row,,,
"['python', 'apache-spark', 'great-expectations']","{'account_id': 4846374, 'reputation': 2533, 'user_id': 3909896, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/JE3ys.jpg?s=256&g=1', 'display_name': 'Cribber', 'link': 'https://stackoverflow.com/users/3909896/cribber'}",True,157,1,0,1657115445,1657022251,72869043,CC BY-SA 4.0,https://stackoverflow.com/questions/72869043/adding-jars-to-the-great-expectations-spark-session,Adding jars to the great_expectations&#39; spark session,,72884768.0,
"['python', 'great-expectations']","{'account_id': 4846374, 'reputation': 2533, 'user_id': 3909896, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/JE3ys.jpg?s=256&g=1', 'display_name': 'Cribber', 'link': 'https://stackoverflow.com/users/3909896/cribber'}",True,368,1,0,1660205489,1656941135,72857502,CC BY-SA 4.0,https://stackoverflow.com/questions/72857502/great-expectations-create-datasource-of-csv-files-on-adls-gen2,great_expectations create datasource of csv files on ADLS Gen2,1657268780.0,72869059.0,
"['python-3.x', 'data-quality', 'great-expectations']","{'account_id': 9156798, 'reputation': 529, 'user_id': 6809520, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/aebcbefc9282d1a443a29e3c74998e52?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'aprospero', 'link': 'https://stackoverflow.com/users/6809520/aprospero'}",False,306,0,1,1654698001,1654698001,72547379,CC BY-SA 4.0,https://stackoverflow.com/questions/72547379/display-whole-rows-in-great-expectations-dashboard,Display whole rows in great_expectations dashboard,,,
"['dbt', 'great-expectations']","{'account_id': 16230845, 'reputation': 312, 'user_id': 11971788, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9b2a7722cf4af37453007495fa92bcb6?s=256&d=identicon&r=PG', 'display_name': 'steve76', 'link': 'https://stackoverflow.com/users/11971788/steve76'}",True,557,1,1,1655094266,1654365148,72501937,CC BY-SA 4.0,https://stackoverflow.com/questions/72501937/great-expectations-row-based-dimensions,Great Expectations Row Based Dimensions,,72597744.0,
"['python', 'pyspark', 'apache-spark-sql', 'data-quality', 'great-expectations']","{'account_id': 19260013, 'reputation': 355, 'user_id': 14076103, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d7598eb7d6b8e1c39a5f5485e08092ff?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'code_bug', 'link': 'https://stackoverflow.com/users/14076103/code-bug'}",True,994,2,0,1654103993,1654067463,72457676,CC BY-SA 4.0,https://stackoverflow.com/questions/72457676/great-expectations-list-total-unique-values,Great Expectations list total unique values,1654068997.0,72465801.0,
"['pyspark', 'aws-glue', 'great-expectations']","{'account_id': 3142248, 'reputation': 115, 'user_id': 2657494, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-yC6sq7rEdRU/AAAAAAAAAAI/AAAAAAAAAKk/Y5OYHR4riX8/photo.jpg?sz=256', 'display_name': 'darkCoffy', 'link': 'https://stackoverflow.com/users/2657494/darkcoffy'}",True,971,1,0,1653306809,1652893054,72293200,CC BY-SA 4.0,https://stackoverflow.com/questions/72293200/great-expectations-v3-api-in-aws-glue-3-0,Great expectations v3 API in aws glue 3.0,,72348120.0,
"['python', 'data-quality', 'great-expectations']","{'account_id': 9601552, 'reputation': 191, 'user_id': 7128881, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e5c75a9bcd15b39bcb59c534bff7f71d?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'nandevers', 'link': 'https://stackoverflow.com/users/7128881/nandevers'}",False,262,0,1,1656536109,1652473320,72235058,CC BY-SA 4.0,https://stackoverflow.com/questions/72235058/great-expectations-how-to-add-a-partition-column-partition-in-an-athena-exter,Great Expectations: How to add a partition (column partition) in an Athena External Table in a checkpoint reference in GE?,,,
"['python', 'pandas', 'apache-spark', 'databricks', 'great-expectations']","{'account_id': 8825631, 'reputation': 51, 'user_id': 6593975, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/57746b740494dd84fea9b507c5521c27?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'fullysane', 'link': 'https://stackoverflow.com/users/6593975/fullysane'}",True,678,1,4,1654104446,1652125761,72177492,CC BY-SA 4.0,https://stackoverflow.com/questions/72177492/great-expectations-conditional-expectation-in-spark-3-2-1-with-pandas-api-in-dat,Great_Expectations Conditional Expectation in Spark 3.2.1 with Pandas API in DataBricks,1652164303.0,,
"['apache-spark', 'data-quality', 'great-expectations', 'amazon-deequ']","{'account_id': 5249472, 'reputation': 651, 'user_id': 4194159, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-b-GItTyWazY/AAAAAAAAAAI/AAAAAAAAKIw/EPMvlxbv3RM/photo.jpg?sz=256', 'display_name': 'Valentin', 'link': 'https://stackoverflow.com/users/4194159/valentin'}",False,209,1,0,1666736036,1651656577,72110716,CC BY-SA 4.0,https://stackoverflow.com/questions/72110716/spark-compatible-data-quality-framework-for-narrow-data,Spark Compatible Data Quality Framework for Narrow Data,,,
"['pyspark', 'apache-spark-sql', 'great-expectations']","{'account_id': 4906539, 'reputation': 315, 'user_id': 4575893, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://lh4.googleusercontent.com/-0vcCiW0LODQ/AAAAAAAAAAI/AAAAAAAAAB4/t0mtfUlj0aM/photo.jpg?sz=256', 'display_name': 'Akhil Nambiar', 'link': 'https://stackoverflow.com/users/4575893/akhil-nambiar'}",True,2118,1,1,1651600915,1651592959,72102071,CC BY-SA 4.0,https://stackoverflow.com/questions/72102071/using-great-expectations-for-date-validation,Using great expectations for date validation,,,
"['airflow', 'great-expectations']","{'account_id': 8709611, 'reputation': 616, 'user_id': 6516240, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://lh3.googleusercontent.com/-xF2Uh_PvNOM/AAAAAAAAAAI/AAAAAAAAADk/Yj0xbysl7CY/photo.jpg?sz=256', 'display_name': 'Adil Blanco', 'link': 'https://stackoverflow.com/users/6516240/adil-blanco'}",False,802,1,1,1660893886,1650180237,71900036,CC BY-SA 4.0,https://stackoverflow.com/questions/71900036/how-to-integrate-great-expectations-into-airflow-project,How to integrate great expectations into airflow project,1650183191.0,,
"['python', 'sqlalchemy', 'amazon-redshift', 'great-expectations']","{'account_id': 15594504, 'reputation': 1268, 'user_id': 11250466, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/173e35391375cc6f2236465d4b3a891b?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Sebastian Dengler', 'link': 'https://stackoverflow.com/users/11250466/sebastian-dengler'}",False,366,0,2,1649151467,1649145579,71748150,CC BY-SA 4.0,https://stackoverflow.com/questions/71748150/great-expectations-framework-aws-redshift-connection,Great expectations framework - AWS Redshift connection,1649151467.0,,
"['python', 'great-expectations']","{'account_id': 24492337, 'reputation': 45, 'user_id': 18409225, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0e8a4776334890a11867312abe7509fe?s=256&d=identicon&r=PG', 'display_name': 'Tasbeeh', 'link': 'https://stackoverflow.com/users/18409225/tasbeeh'}",True,796,1,0,1675526810,1648642486,71677030,CC BY-SA 4.0,https://stackoverflow.com/questions/71677030/great-expectation-error-when-using-save-expectations-config-function,Great expectation error when using save_expectations_config() function,1650335088.0,,
"['python', 'amazon-web-services', 'aws-lambda', 'great-expectations']","{'account_id': 1533763, 'reputation': 479, 'user_id': 1430322, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/e22eb5187a1f64668e39dc8f7b35e77e?s=256&d=identicon&r=PG', 'display_name': 'MariaMadalina', 'link': 'https://stackoverflow.com/users/1430322/mariamadalina'}",False,629,1,0,1666427812,1648580953,71667578,CC BY-SA 4.0,https://stackoverflow.com/questions/71667578/how-to-run-great-expectations-on-aws-lambda,How to run great expectations on AWS lambda,1648594846.0,,
"['python', 'csv', 'great-expectations']","{'account_id': 24492337, 'reputation': 45, 'user_id': 18409225, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0e8a4776334890a11867312abe7509fe?s=256&d=identicon&r=PG', 'display_name': 'Tasbeeh', 'link': 'https://stackoverflow.com/users/18409225/tasbeeh'}",True,392,2,0,1648589193,1648537274,71657732,CC BY-SA 4.0,https://stackoverflow.com/questions/71657732/csv-file-cant-be-read-using-great-expectation,CSV file can&#39;t be read using great expectation,1648589193.0,71657781.0,
"['validation', 'airflow', 'great-expectations']","{'account_id': 17875780, 'reputation': 91, 'user_id': 12985894, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ba65495e0ce0196cc0b145dd67aa79f1?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'user929287171', 'link': 'https://stackoverflow.com/users/12985894/user929287171'}",False,58,0,1,1647719503,1647717265,71541271,CC BY-SA 4.0,https://stackoverflow.com/questions/71541271/validating-datasets-produced-by-identical-apache-airflows,Validating datasets produced by identical Apache airflows,1647719503.0,,
"['python', 'pandas', 'great-expectations']","{'account_id': 7019422, 'reputation': 1863, 'user_id': 5379479, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://i.stack.imgur.com/pyxkT.jpg?s=256&g=1', 'display_name': 'Jed', 'link': 'https://stackoverflow.com/users/5379479/jed'}",True,4197,1,1,1648060355,1647472426,71505305,CC BY-SA 4.0,https://stackoverflow.com/questions/71505305/use-great-expectations-to-validate-pandas-dataframe-with-existing-suite-json,Use Great Expectations to validate pandas DataFrame with existing suite JSON,1647473332.0,71592241.0,
['great-expectations'],"{'account_id': 9215816, 'reputation': 35, 'user_id': 6847001, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/941fddf5eb98814989720336498caf6e?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Ravi', 'link': 'https://stackoverflow.com/users/6847001/ravi'}",True,275,1,1,1676366479,1646728947,71392146,CC BY-SA 4.0,https://stackoverflow.com/questions/71392146/how-do-i-pass-multiple-csvs-with-custom-delimiter-to-a-great-expetctation-checkp,How do I pass multiple CSVs with custom delimiter to a great_expetctation checkpoint,1646729455.0,,
['great-expectations'],"{'account_id': 7537030, 'reputation': 233, 'user_id': 5722968, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4fcbe6bd361652bb878278c691ca559e?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Kuwali', 'link': 'https://stackoverflow.com/users/5722968/kuwali'}",True,458,1,0,1651368983,1646053686,71295489,CC BY-SA 4.0,https://stackoverflow.com/questions/71295489/mark-great-expectation-validation-as-failed-or-passed-based-on-a-percentage-of-f,Mark Great Expectation validation as failed or passed based on a percentage of failure,,,
['great-expectations'],"{'account_id': 7537030, 'reputation': 233, 'user_id': 5722968, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4fcbe6bd361652bb878278c691ca559e?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Kuwali', 'link': 'https://stackoverflow.com/users/5722968/kuwali'}",False,159,0,1,1646053427,1646053427,71295437,CC BY-SA 4.0,https://stackoverflow.com/questions/71295437/can-apache-great-expectation-segregate-good-and-bad-records,Can Apache Great Expectation segregate good and bad records?,,,
"['python', 'dataframe', 'validation', 'great-expectations']","{'account_id': 9156798, 'reputation': 529, 'user_id': 6809520, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/aebcbefc9282d1a443a29e3c74998e52?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'aprospero', 'link': 'https://stackoverflow.com/users/6809520/aprospero'}",False,1096,0,1,1645460205,1645460205,71209627,CC BY-SA 4.0,https://stackoverflow.com/questions/71209627/great-expectations-add-checkpoint-with-batch-spec-passthrough,great_expectations add checkpoint with batch_spec_passthrough,,,
"['python', 'sqlalchemy', 'great-expectations']","{'account_id': 1533763, 'reputation': 479, 'user_id': 1430322, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/e22eb5187a1f64668e39dc8f7b35e77e?s=256&d=identicon&r=PG', 'display_name': 'MariaMadalina', 'link': 'https://stackoverflow.com/users/1430322/mariamadalina'}",False,900,1,0,1646148128,1644541429,71074186,CC BY-SA 4.0,https://stackoverflow.com/questions/71074186/great-expectations-saving-custom-queries,Great expectations saving custom queries,1646148128.0,,
"['python-3.x', 'sqlalchemy', 'ruamel.yaml', 'great-expectations', 'snowflake-connector']","{'account_id': 20628186, 'reputation': 147, 'user_id': 15143550, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-BhnW6O-6NeY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucl25lI4z5f-3WXkvRpfjHSpRlbf_w/s96-c/photo.jpg?sz=256', 'display_name': 'cloud_hari', 'link': 'https://stackoverflow.com/users/15143550/cloud-hari'}",True,872,1,1,1644394084,1644303737,71029745,CC BY-SA 4.0,https://stackoverflow.com/questions/71029745/unable-to-initialize-snowflake-data-source,unable to initialize snowflake data source,1644394084.0,71045925.0,
"['azure-databricks', 'great-expectations']","{'account_id': 21113007, 'reputation': 1957, 'user_id': 15520615, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4e6b09956495afafc84227ea7b0cec6c?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Patterson', 'link': 'https://stackoverflow.com/users/15520615/patterson'}",False,789,1,0,1655333149,1643717408,70940345,CC BY-SA 4.0,https://stackoverflow.com/questions/70940345/how-to-save-great-expectations-html-validation-results-to-databricks-dbfs-or-azu,How to Save Great Expectations Html validation results to Databricks DBFS or Azure Blob,,,
"['python', 'google-bigquery', 'data-quality', 'great-expectations']","{'account_id': 1375094, 'reputation': 1369, 'user_id': 1309245, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/bd729c6ba7ce97636f75397a43d85044?s=256&d=identicon&r=PG', 'display_name': 'elvainch', 'link': 'https://stackoverflow.com/users/1309245/elvainch'}",True,627,1,2,1657098387,1643711634,70939067,CC BY-SA 4.0,https://stackoverflow.com/questions/70939067/test-yaml-great-expectations-with-bigquery,Test yaml great-expectations with Bigquery,,,
"['python', 'azure-functions', 'great-expectations']","{'account_id': 9230970, 'reputation': 23, 'user_id': 6857038, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-1Sik3NjqdHs/AAAAAAAAAAI/AAAAAAAACj0/c3e-67Oi1bk/photo.jpg?sz=256', 'display_name': 'Manasa Murugan', 'link': 'https://stackoverflow.com/users/6857038/manasa-murugan'}",False,382,1,0,1643113926,1642403015,70737598,CC BY-SA 4.0,https://stackoverflow.com/questions/70737598/how-to-execute-great-expectations-results-into-azure-functions,how to execute great expectations results into azure functions?,1642409159.0,,
"['apache-spark', 'databricks', 'great-expectations', 'databricks-community-edition']","{'account_id': 21113007, 'reputation': 1957, 'user_id': 15520615, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4e6b09956495afafc84227ea7b0cec6c?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Patterson', 'link': 'https://stackoverflow.com/users/15520615/patterson'}",True,689,1,3,1648806730,1639756182,70395651,CC BY-SA 4.0,https://stackoverflow.com/questions/70395651/how-to-save-great-expectations-suite-locally-on-databricks-community-edition,How to Save Great_Expectations suite locally on Databricks (Community Edition),1639763909.0,70396301.0,
"['airflow', 'great-expectations']","{'account_id': 4521664, 'reputation': 1574, 'user_id': 3674674, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/e3eefafc5705a451d0fe809b50da6088?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'c__c', 'link': 'https://stackoverflow.com/users/3674674/c-c'}",False,984,0,0,1639318821,1639317983,70324280,CC BY-SA 4.0,https://stackoverflow.com/questions/70324280/datasource-object-has-no-attribute-get-batch,&#39;Datasource&#39; object has no attribute &#39;get_batch&#39;,1639318821.0,,
