tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,protected_date
"['python', 'pyspark', 'great-expectations']","{'account_id': 22848850, 'reputation': 165, 'user_id': 16994790, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/714ed49569ee45114552b71637ed1d94?s=256&d=identicon&r=PG', 'display_name': 'stackguy1723', 'link': 'https://stackoverflow.com/users/16994790/stackguy1723'}",False,426,1,0,1653295008,1638289843,70172778,CC BY-SA 4.0,https://stackoverflow.com/questions/70172778/column-names-in-great-expectations,Column names in great expectations,,,
"['airflow', 'great-expectations']","{'account_id': 3293396, 'reputation': 2517, 'user_id': 2771169, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/bc32e812691c4ae99bb1fcfc0b8a0cdc?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Jack Daniel', 'link': 'https://stackoverflow.com/users/2771169/jack-daniel'}",False,564,0,0,1638208016,1638208016,70159076,CC BY-SA 4.0,https://stackoverflow.com/questions/70159076/great-expectation-validation-failed-and-job-aborted,Great Expectation Validation Failed and Job aborted,,,
"['prefect', 'great-expectations']","{'account_id': 16296854, 'reputation': 3, 'user_id': 11768878, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/37b3eab977924079a7135b7bd454240e?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'vBob', 'link': 'https://stackoverflow.com/users/11768878/vbob'}",True,196,1,0,1638956681,1637850893,70112903,CC BY-SA 4.0,https://stackoverflow.com/questions/70112903/rungreatexpectationsvalidation-execution-returns-an-exception,RunGreatExpectationsValidation execution returns an exception,,70272851.0,
"['html', 'great-expectations']","{'account_id': 21113007, 'reputation': 1957, 'user_id': 15520615, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4e6b09956495afafc84227ea7b0cec6c?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Patterson', 'link': 'https://stackoverflow.com/users/15520615/patterson'}",False,136,0,0,1637254421,1637249572,70022590,CC BY-SA 4.0,https://stackoverflow.com/questions/70022590/how-to-change-the-defaults-in-great-expectations-datadoc-html-report,How to Change the defaults in Great Expectations DataDoc HTML Report?,1637254421.0,,
"['python', 'pyspark', 'great-expectations']","{'account_id': 21113007, 'reputation': 1957, 'user_id': 15520615, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4e6b09956495afafc84227ea7b0cec6c?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Patterson', 'link': 'https://stackoverflow.com/users/15520615/patterson'}",False,213,1,0,1637059335,1637058071,69987359,CC BY-SA 4.0,https://stackoverflow.com/questions/69987359/how-to-code-unsuccessful-failed-results-in-great-expectations,"How to code Unsuccessful, Failed results in Great_Expectations",,,
"['postgresql', 'validation', 'etl', 'great-expectations']","{'account_id': 1533763, 'reputation': 479, 'user_id': 1430322, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/e22eb5187a1f64668e39dc8f7b35e77e?s=256&d=identicon&r=PG', 'display_name': 'MariaMadalina', 'link': 'https://stackoverflow.com/users/1430322/mariamadalina'}",False,176,0,1,1637015229,1637015229,69981631,CC BY-SA 4.0,https://stackoverflow.com/questions/69981631/great-expectation-validation-results-operations,Great expectation validation results operations,,,
"['apache-spark', 'cassandra', 'great-expectations']","{'account_id': 22480728, 'reputation': 41, 'user_id': 16679842, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxV4jLRXD8bJiYoP5mqS937tHCmNV0bu9euRZdo=k-s256', 'display_name': 'alit8', 'link': 'https://stackoverflow.com/users/16679842/alit8'}",False,108,0,1,1636888694,1636888694,69962468,CC BY-SA 4.0,https://stackoverflow.com/questions/69962468/great-expectations-data-validation-on-cassandra,great_expectations data validation on Cassandra,,,
"['apache-spark', 'pyspark', 'great-expectations']","{'account_id': 21113007, 'reputation': 1957, 'user_id': 15520615, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4e6b09956495afafc84227ea7b0cec6c?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Patterson', 'link': 'https://stackoverflow.com/users/15520615/patterson'}",True,641,1,2,1636645953,1636637081,69929048,CC BY-SA 4.0,https://stackoverflow.com/questions/69929048/how-to-convert-great-expectations-dataframe-to-apache-spark-dataframe,How to Convert Great Expectations DataFrame to Apache Spark DataFrame,1636638244.0,69929284.0,
"['python', 'json', 'pandas', 'jsonschema', 'great-expectations']","{'account_id': 2704121, 'reputation': 7778, 'user_id': 2334092, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://i.stack.imgur.com/X0SR8.jpg?s=256&g=1', 'display_name': 'AbtPst', 'link': 'https://stackoverflow.com/users/2334092/abtpst'}",True,418,1,0,1634237693,1634234488,69575380,CC BY-SA 4.0,https://stackoverflow.com/questions/69575380/great-expectations-expect-column-values-to-match-json-schema-does-not-take-jso,great_expectations : expect_column_values_to_match_json_schema does not take json schema as input,1634237693.0,,
"['python', 'pandas', 'validation', 'great-expectations']","{'account_id': 13019324, 'reputation': 562, 'user_id': 9409330, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-wEGOOl6lz4M/AAAAAAAAAAI/AAAAAAAAB4Q/-9tUdpfbBzc/photo.jpg?sz=256', 'display_name': 'Valentyn', 'link': 'https://stackoverflow.com/users/9409330/valentyn'}",False,1126,1,0,1669136180,1633693176,69495245,CC BY-SA 4.0,https://stackoverflow.com/questions/69495245/how-to-create-great-expectations-checkpoint-for-pandas-dataframe,How to create Great Expectations checkpoint for Pandas dataframe?,,,
"['python', 'pandas', 'dataframe', 'join', 'great-expectations']","{'account_id': 9865686, 'reputation': 13, 'user_id': 7307237, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-jZ1dKU1iDAE/AAAAAAAAAAI/AAAAAAAAAFs/8IsWvO3mxao/photo.jpg?sz=256', 'display_name': 'Vivek Shukla', 'link': 'https://stackoverflow.com/users/7307237/vivek-shukla'}",True,82,1,0,1632996428,1632169283,69260363,CC BY-SA 4.0,https://stackoverflow.com/questions/69260363/there-should-be-one-and-only-one-value-in-column-b-for-every-value-in-column-a,There should be one and only one value in column B for every value in column A - Pandas,1632996428.0,69260701.0,
"['python', 'pandas', 'postgresql', 'great-expectations']","{'account_id': 239062, 'reputation': 47, 'user_id': 508391, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/510edd6180d760a9a17d88ccf72a14ec?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Florin P.', 'link': 'https://stackoverflow.com/users/508391/florin-p'}",True,1448,1,2,1632142110,1632132193,69252549,CC BY-SA 4.0,https://stackoverflow.com/questions/69252549/using-python-great-expectations-to-remove-invalid-data,Using Python Great Expectations to remove invalid data,1632142110.0,69253085.0,
"['python-3.x', 'great-expectations']","{'account_id': 22555476, 'reputation': 1, 'user_id': 16743939, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3d833b7ca7bff7373956cdb914bceb59?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'antsarand1', 'link': 'https://stackoverflow.com/users/16743939/antsarand1'}",False,511,1,0,1632163882,1632091771,69247628,CC BY-SA 4.0,https://stackoverflow.com/questions/69247628/an-unexpected-keyword-argument-metrics-in-pandas-for-custom-expectations-wit,An unexpected keyword argument &#39;_metrics&#39; in _pandas for custom expectations with great expectations v3 api?,,,
"['airflow', 'great-expectations']","{'account_id': 19686032, 'reputation': 647, 'user_id': 14411952, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f62039f41802c951df7c5e9b8c40cbac?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'adan11', 'link': 'https://stackoverflow.com/users/14411952/adan11'}",True,798,1,0,1629379579,1629349138,68842251,CC BY-SA 4.0,https://stackoverflow.com/questions/68842251/airflow-great-expectations-send-evaluation-parameters-through-to-greatexpect,Airflow - Great Expectations - Send evaluation parameters through to GreatExpectationsOperator,,,
"['airflow', 'great-expectations']","{'account_id': 19686032, 'reputation': 647, 'user_id': 14411952, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f62039f41802c951df7c5e9b8c40cbac?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'adan11', 'link': 'https://stackoverflow.com/users/14411952/adan11'}",False,587,1,1,1644003910,1629271080,68828016,CC BY-SA 4.0,https://stackoverflow.com/questions/68828016/airflow-great-expectations-getting-setting-config-variables,Airflow - Great Expectations - Getting/Setting config variables,,,
['great-expectations'],"{'account_id': 19686032, 'reputation': 647, 'user_id': 14411952, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f62039f41802c951df7c5e9b8c40cbac?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'adan11', 'link': 'https://stackoverflow.com/users/14411952/adan11'}",True,1048,4,3,1679654859,1629105516,68800235,CC BY-SA 4.0,https://stackoverflow.com/questions/68800235/great-expectations-run-validation-over-specific-subset-of-a-postgresql-table,Great Expectations - Run Validation over specific subset of a PostgreSQL table,,,
"['python-3.x', 'apache-spark', 'azure-synapse', 'great-expectations']","{'account_id': 21113007, 'reputation': 1957, 'user_id': 15520615, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4e6b09956495afafc84227ea7b0cec6c?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Patterson', 'link': 'https://stackoverflow.com/users/15520615/patterson'}",True,1117,2,1,1628088031,1628070805,68649155,CC BY-SA 4.0,https://stackoverflow.com/questions/68649155/how-to-create-a-python-wheel-or-determine-what-modules-libraries-are-within-a,How to create a Python Wheel Or Determine what modules / libraries are within a Python Wheel,,,
"['apache-spark', 'azure-synapse', 'great-expectations']","{'account_id': 21113007, 'reputation': 1957, 'user_id': 15520615, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4e6b09956495afafc84227ea7b0cec6c?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Patterson', 'link': 'https://stackoverflow.com/users/15520615/patterson'}",False,629,1,0,1627556449,1627552141,68573722,CC BY-SA 4.0,https://stackoverflow.com/questions/68573722/how-to-locate-and-install-great-expectations-jar-file-in-azure-synapse-workspac,How to locate and install Great_Expectations .JAR file in Azure Synapse WorkSpace,1627555469.0,,
"['apache-spark', 'azure-databricks', 'great-expectations']","{'account_id': 21113007, 'reputation': 1957, 'user_id': 15520615, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4e6b09956495afafc84227ea7b0cec6c?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Patterson', 'link': 'https://stackoverflow.com/users/15520615/patterson'}",False,215,0,0,1626647463,1626647463,68433535,CC BY-SA 4.0,https://stackoverflow.com/questions/68433535/is-it-possible-to-change-the-great-expectations-logo-shown-in-great-expectations,Is it possible to change the Great Expectations logo shown in Great_Expectations data docs,,,
"['python', 'scrapy', 'great-expectations']","{'account_id': 15188417, 'reputation': 231, 'user_id': 10959670, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-Ld3AwPBqqr4/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQNIwuD8xwJI1-HmoSnercbi-IcroQ/mo/photo.jpg?sz=256', 'display_name': 'Ben Muller', 'link': 'https://stackoverflow.com/users/10959670/ben-muller'}",False,248,0,1,1626590427,1626590427,68426673,CC BY-SA 4.0,https://stackoverflow.com/questions/68426673/great-expectations-and-scrapy,great_expectations and scrapy,,,
['great-expectations'],"{'account_id': 22226459, 'reputation': 1, 'user_id': 16463344, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxLp0xR-w7IoUSYTASQMqKvSxJtKE_VdayJjyGt=k-s256', 'display_name': 'Francis Gosselin', 'link': 'https://stackoverflow.com/users/16463344/francis-gosselin'}",False,584,1,0,1626710547,1626465182,68414605,CC BY-SA 4.0,https://stackoverflow.com/questions/68414605/great-expectation-profiling-on-sparkdf-takes-a-long-time-when-there-are-many-col,Great Expectation profiling on SparkDF takes a long time when there are many columns,,,
"['python-2.7', 'apache-spark', 'great-expectations']","{'account_id': 21113007, 'reputation': 1957, 'user_id': 15520615, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4e6b09956495afafc84227ea7b0cec6c?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Patterson', 'link': 'https://stackoverflow.com/users/15520615/patterson'}",True,1034,1,2,1625820300,1625772369,68307596,CC BY-SA 4.0,https://stackoverflow.com/questions/68307596/how-to-save-an-great-expectation-to-azure-data-lake-or-blob-store,How to Save an Great Expectation to Azure Data Lake or Blob Store,,68313830.0,
"['apache-spark', 'pyspark', 'databricks', 'azure-databricks', 'great-expectations']","{'account_id': 21113007, 'reputation': 1957, 'user_id': 15520615, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4e6b09956495afafc84227ea7b0cec6c?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Patterson', 'link': 'https://stackoverflow.com/users/15520615/patterson'}",True,3145,2,3,1693118367,1623948205,68023413,CC BY-SA 4.0,https://stackoverflow.com/questions/68023413/how-to-save-great-expectations-results-to-file-from-apache-spark-with-data-doc,How to Save Great Expectations results to File From Apache Spark - With Data Docs,1656357243.0,68364259.0,
"['apache-spark', 'pyspark', 'great-expectations']","{'account_id': 21113007, 'reputation': 1957, 'user_id': 15520615, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4e6b09956495afafc84227ea7b0cec6c?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Patterson', 'link': 'https://stackoverflow.com/users/15520615/patterson'}",True,1722,2,2,1674246583,1623934938,68019951,CC BY-SA 4.0,https://stackoverflow.com/questions/68019951/how-to-get-great-expectations-to-work-with-spark-dataframes-in-apache-spark-valu,How to get Great_Expectations to work with Spark Dataframes in Apache Spark ValueError: Unrecognized spark type: string,,75159923.0,
"['apache-spark', 'pyspark', 'azure-synapse', 'great-expectations']","{'account_id': 21113007, 'reputation': 1957, 'user_id': 15520615, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4e6b09956495afafc84227ea7b0cec6c?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Patterson', 'link': 'https://stackoverflow.com/users/15520615/patterson'}",False,384,1,0,1624098861,1623786280,67992555,CC BY-SA 4.0,https://stackoverflow.com/questions/67992555/valueerror-root-directory-must-be-an-absolute-path-error-when-access-directory,ValueError: root_directory must be an absolute path: Error when access directory in ADLS from Synapse Workspace,1623850994.0,,
"['python', 'numpy', 'great-expectations']","{'account_id': 20736425, 'reputation': 63, 'user_id': 15227184, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Ggl7KeI_iMibp9otkUvEIBZFv_vQlkpMmNWSBGd=k-s256', 'display_name': 'varsha', 'link': 'https://stackoverflow.com/users/15227184/varsha'}",True,1450,1,0,1625147236,1618829882,67160702,CC BY-SA 4.0,https://stackoverflow.com/questions/67160702/how-to-run-great-expectation-on-docker,How to run great expectation on docker,,,
"['python', 'pandas', 'dataframe', 'great-expectations']","{'account_id': 17241127, 'reputation': 5963, 'user_id': 12483346, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c4b84c32bf7371540723f44839b3456e?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Miguel Trejo', 'link': 'https://stackoverflow.com/users/12483346/miguel-trejo'}",True,1138,1,1,1617647608,1617647608,66957981,CC BY-SA 4.0,https://stackoverflow.com/questions/66957981/how-to-pass-a-customdataasset-to-a-datacontext-to-run-custom-expectations-on-a-b,How to pass a CustomDataAsset to a DataContext to run custom expectations on a batch?,,66957982.0,
"['python', 'great-expectations']","{'account_id': 1935325, 'reputation': 1121, 'user_id': 1743724, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2fdc58ae1f545b913e40b1b489893672?s=256&d=identicon&r=PG', 'display_name': 'smbanaei', 'link': 'https://stackoverflow.com/users/1743724/smbanaei'}",False,194,1,0,1616787882,1616787882,66823382,CC BY-SA 4.0,https://stackoverflow.com/questions/66823382/how-to-generate-a-new-error-report-in-great-exceptions-data-validation-tools-o,How to generate a new error report in Great Exceptions (data validation tools) or access the last one?,,,
"['python', 'great-expectations']","{'account_id': 5592924, 'reputation': 453, 'user_id': 7822853, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/PVse7.png?s=256&g=1', 'display_name': 'Pierre Delecto', 'link': 'https://stackoverflow.com/users/7822853/pierre-delecto'}",False,2171,1,1,1616775112,1616684092,66802085,CC BY-SA 4.0,https://stackoverflow.com/questions/66802085/how-to-import-great-expectations-custom-datasource-valueerror-no-package-specif,How to import Great Expectations custom datasource ValueError: no package specified for (required for relative module names),1616688009.0,,
"['azure-machine-learning-service', 'great-expectations']","{'account_id': 8160701, 'reputation': 509, 'user_id': 6144817, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/0e17c3ab9203a74fcb9dc89957b9a938?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Average_guy', 'link': 'https://stackoverflow.com/users/6144817/average-guy'}",True,1799,1,1,1616961515,1616603138,66785273,CC BY-SA 4.0,https://stackoverflow.com/questions/66785273/how-to-acces-output-folder-from-a-pythonscriptstep,How to acces output folder from a PythonScriptStep?,1616961515.0,66790512.0,
['great-expectations'],"{'account_id': 20957563, 'reputation': 11, 'user_id': 15397681, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgjPgOiJBC-0HQSXVGCFDnx1959gLBFytg2O1tr=k-s256', 'display_name': 'Mohanraj N', 'link': 'https://stackoverflow.com/users/15397681/mohanraj-n'}",False,868,1,1,1615824303,1615786140,66632806,CC BY-SA 4.0,https://stackoverflow.com/questions/66632806/unable-to-set-up-data-source-as-aws-s3-via-cli-and-test-yaml-config-in-great-exp,Unable to set up data source as aws s3 via cli and test_yaml_config in great_expections,,,
"['ruamel.yaml', 'great-expectations']","{'account_id': 17541238, 'reputation': 33, 'user_id': 12723377, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/74bd24c6c5899e023b6b5534b5891f84?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Adamtky', 'link': 'https://stackoverflow.com/users/12723377/adamtky'}",True,697,2,0,1632517489,1614700695,66442751,CC BY-SA 4.0,https://stackoverflow.com/questions/66442751/fail-to-install-great-expectation-error-cannot-uninstall-ruamel-yaml,Fail to install great expectation. Error : Cannot uninstall &#39;ruamel-yaml&#39;,,66443006.0,
"['python-3.x', 'pandas', 'dataframe', 'great-expectations']","{'account_id': 3403594, 'reputation': 494, 'user_id': 2855226, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://i.stack.imgur.com/MAPBe.jpg?s=256&g=1', 'display_name': 'Ryan Schuster', 'link': 'https://stackoverflow.com/users/2855226/ryan-schuster'}",True,1722,1,0,1614277015,1613723189,66274054,CC BY-SA 4.0,https://stackoverflow.com/questions/66274054/great-expectations-custom-expectation-not-ignoring-nulls-as-requested,Great Expectations custom expectation not ignoring nulls as requested,1613725058.0,66371463.0,
"['python', 'data-quality', 'great-expectations']","{'account_id': 15640225, 'reputation': 375, 'user_id': 11903403, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-3Q8WoOEly58/AAAAAAAAAAI/AAAAAAAAEec/s_1ALJAqXKw/photo.jpg?sz=256', 'display_name': 'Debapratim Chakraborty', 'link': 'https://stackoverflow.com/users/11903403/debapratim-chakraborty'}",True,2810,1,4,1618152879,1612791959,66102886,CC BY-SA 4.0,https://stackoverflow.com/questions/66102886/great-expectations-base-directory-must-be-an-absolute-path-if-root-directory-is,Great Expectations: base_directory must be an absolute path if root_directory is not provided,1618152879.0,,
['great-expectations'],"{'account_id': 5297461, 'reputation': 133, 'user_id': 4228240, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/100002990361221/picture?type=large', 'display_name': 'Andy MGF', 'link': 'https://stackoverflow.com/users/4228240/andy-mgf'}",True,1031,1,1,1607020640,1607017430,65131262,CC BY-SA 4.0,https://stackoverflow.com/questions/65131262/using-great-expectations-with-streamed-data,Using great expectations with streamed data,,65132078.0,
"['amazon-s3', 'boto3', 'great-expectations']","{'account_id': 2643397, 'reputation': 3892, 'user_id': 2286597, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/013c320496bb12a3f08430d8d4b8e60c?s=256&d=identicon&r=PG', 'display_name': 'Philipp_Kats', 'link': 'https://stackoverflow.com/users/2286597/philipp-kats'}",True,519,2,2,1606861960,1606179364,64978753,CC BY-SA 4.0,https://stackoverflow.com/questions/64978753/passing-aws-role-to-the-application-that-uses-default-boto3-configs,Passing AWS role to the application that uses default boto3 configs,1606181803.0,65099544.0,
"['python', 'great-expectations', 'amazon-deequ']","{'account_id': 5297461, 'reputation': 133, 'user_id': 4228240, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/100002990361221/picture?type=large', 'display_name': 'Andy MGF', 'link': 'https://stackoverflow.com/users/4228240/andy-mgf'}",True,5788,2,5,1651603184,1604652346,64711388,CC BY-SA 4.0,https://stackoverflow.com/questions/64711388/data-testing-framework-for-data-streaming-deequ-vs-great-expectations,Data testing framework for data streaming (deequ vs Great Expectations),1651603184.0,,
"['python', 'pandas', 'validation', 'pyarrow', 'great-expectations']","{'account_id': 14800790, 'reputation': 33, 'user_id': 10689095, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-_1Dx2lb-1HU/AAAAAAAAAAI/AAAAAAAAAAc/rXyui7YaG5I/photo.jpg?sz=256', 'display_name': 'Azaz Ahmad', 'link': 'https://stackoverflow.com/users/10689095/azaz-ahmad'}",False,2348,0,1,1604361595,1604293680,64640064,CC BY-SA 4.0,https://stackoverflow.com/questions/64640064/pyarrow-lib-arrownotimplementederror-reading-lists-of-structs-from-parquet-file,pyarrow.lib.ArrowNotImplementedError: Reading lists of structs from Parquet files not yet supported: paygw_etp_typs: list&lt;array: struct,1604361595.0,,
"['python', 'pandas', 'pyspark', 'great-expectations']","{'account_id': 1972588, 'reputation': 3990, 'user_id': 1771155, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://i.stack.imgur.com/cHzDG.jpg?s=256&g=1', 'display_name': 'Vincent Claes', 'link': 'https://stackoverflow.com/users/1771155/vincent-claes'}",True,4215,2,4,1602144555,1602064504,64241588,CC BY-SA 4.0,https://stackoverflow.com/questions/64241588/how-do-you-convert-a-dataframe-to-a-great-expectations-dataset,How do you convert a dataframe to a great_expectations dataset?,1602073798.0,64241589.0,
"['python', 'sqlalchemy', 'snowflake-cloud-data-platform', 'great-expectations']","{'account_id': 10721998, 'reputation': 484, 'user_id': 7890808, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/82199fd3271c85f13149f71eb00a7a10?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'RadRuss', 'link': 'https://stackoverflow.com/users/7890808/radruss'}",True,825,2,0,1607551171,1599734244,63827898,CC BY-SA 4.0,https://stackoverflow.com/questions/63827898/great-expectations-sqlalchemy-doesnt-enclose-lowercase-column-names,Great Expectations SQLAlchemy doesn&#39;t enclose lowercase column names,1599818521.0,65225541.0,
"['python', 'pandas', 'validation', 'great-expectations']","{'account_id': 2764688, 'reputation': 16402, 'user_id': 4212158, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/iJfmN.png?s=256&g=1', 'display_name': 'crypdick', 'link': 'https://stackoverflow.com/users/4212158/crypdick'}",True,4839,1,1,1597778690,1597778690,63475385,CC BY-SA 4.0,https://stackoverflow.com/questions/63475385/how-to-run-great-expectations-expectations-on-multiple-columns,How to run Great Expectations expectations on multiple columns?,,63475386.0,
"['json', 'python-3.x', 'pandas', 'great-expectations']","{'account_id': 17204519, 'reputation': 21, 'user_id': 12455382, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0e25227513537e42a4d29459366f38f3?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Vineet', 'link': 'https://stackoverflow.com/users/12455382/vineet'}",True,149,1,0,1588167597,1584431112,60718162,CC BY-SA 4.0,https://stackoverflow.com/questions/60718162/typeerror-ufunc-add-did-not-contain-a-loop-with-signature-matching-types-dtyp,TypeError: ufunc &#39;add&#39; did not contain a loop with signature matching types dtype(&#39;&lt;U57&#39;) dtype(&#39;&lt;U57&#39;) dtype(&#39;&lt;U57&#39;),1584432824.0,,
"['python', 'pandas', 'great-expectations']","{'account_id': 11560074, 'reputation': 58, 'user_id': 8470031, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/8bZSA.png?s=256&g=1', 'display_name': 'Manu', 'link': 'https://stackoverflow.com/users/8470031/manu'}",True,973,1,3,1588288353,1579168201,59766843,CC BY-SA 4.0,https://stackoverflow.com/questions/59766843/use-a-pickled-pandas-dataframe-as-a-data-asset-in-great-expectations,Use a pickled pandas dataframe as a data asset in great_expectations,1579250463.0,59774603.0,
"['python', 'pandas', 'validation', 'types', 'great-expectations']","{'account_id': 995724, 'reputation': 45098, 'user_id': 1011724, 'user_type': 'registered', 'accept_rate': 99, 'profile_image': 'https://i.stack.imgur.com/2JAXi.jpg?s=256&g=1', 'display_name': 'Dan', 'link': 'https://stackoverflow.com/users/1011724/dan'}",True,6236,4,6,1564589054,1540992581,53084550,CC BY-SA 4.0,https://stackoverflow.com/questions/53084550/great-expectations-expect-column-to-contain-only-integers-fails-for-all-rows-whe,Great Expectations expect column to contain only integers fails for all rows when only one is bad,1564589054.0,53119774.0,
